Timestamp,ErrorNumber,ErrorInstance,ErrorParameter,ErrorText,LDD_ActualOutputCurrent,LDD_ActualOutputVoltage,LDD_ActualOutputCurrentRaw,LDD_ActualAnodeVoltage,LDD_ActualCathodeVoltage,LDD_NominalOutputCurrentRamp,TEC_TargetObjectTemperature,TEC_NominalObjectTemperatureRamp,TEC_ThermalPowerModelCurrent,TEC_ActualOutputCurrent,TEC_ActualOutputVoltage,TEC_ObjectTemperature,TEC_SinkTemperature,AnalogVoltageInputRawADC,AnalogVoltageInput,LaserPower,OutputLevel,DriverInputVoltage,Internal8V,Internal5V,Internal3V3,InternalMinus3V3,DeviceTemperature,PowerstageTemperature
2026-02-15 11:02:51,0,0,0,,1.40,3.64,30476,4.55,0.90,1.40,35.00,35.00,1.00,1.00,5.97,35.55,34.92,2,-0.00,0.00,1.00,12.02,7.90,4.99,3.20,-3.28,54.65,54.65
2026-02-15 11:02:51,0,0,0,,1.40,3.63,30471,4.55,0.90,1.40,35.00,35.00,1.00,1.00,5.97,35.55,34.93,2,-0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.28,54.65,54.65
2026-02-15 11:02:51,0,0,0,,1.40,3.63,30465,4.53,0.92,1.40,35.00,35.00,1.00,1.00,5.97,35.56,34.94,1,-0.00,0.00,1.00,12.01,7.90,4.99,3.20,-3.28,54.65,54.65
2026-02-15 11:02:52,0,0,0,,1.40,3.63,30468,4.54,0.91,1.40,35.00,35.00,1.00,1.00,5.97,35.57,34.94,1,-0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.28,54.65,54.65
2026-02-15 11:02:52,0,0,0,,1.40,3.63,30473,4.53,0.91,1.40,35.00,35.00,1.00,1.00,5.98,35.58,34.95,2,-0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.28,54.65,54.65
2026-02-15 11:02:52,0,0,0,,1.40,3.63,30472,4.55,0.90,1.40,35.00,35.00,1.00,1.00,5.98,35.59,34.96,1,-0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.28,54.65,54.65
2026-02-15 11:02:52,0,0,0,,1.40,3.63,30471,4.54,0.90,1.40,35.00,35.00,1.00,1.00,5.98,35.59,34.96,1,-0.00,0.00,1.00,12.02,7.89,5.00,3.20,-3.29,54.66,54.66
2026-02-15 11:02:53,0,0,0,,1.40,3.63,30469,4.54,0.91,1.40,35.00,35.00,1.00,1.00,5.98,35.60,34.97,1,-0.00,0.00,1.00,12.01,7.90,5.00,3.20,-3.28,54.65,54.65
2026-02-15 11:02:53,0,0,0,,1.40,3.63,30469,4.53,0.92,1.40,35.00,35.00,1.00,1.00,5.99,35.61,34.98,1,-0.00,0.00,1.00,12.01,7.89,5.00,3.20,-3.29,54.66,54.66
2026-02-15 11:02:53,0,0,0,,1.40,3.63,30468,4.55,0.90,1.40,35.00,35.00,1.00,1.00,5.99,35.61,34.99,2,-0.00,0.00,1.00,12.01,7.90,5.00,3.20,-3.28,54.66,54.66
2026-02-15 11:02:53,0,0,0,,1.40,3.63,30467,4.54,0.90,1.40,35.00,35.00,1.00,1.00,5.99,35.62,34.99,1,-0.00,0.00,1.00,12.02,7.89,4.99,3.20,-3.29,54.66,54.66
2026-02-15 11:02:53,0,0,0,,1.40,3.63,30469,4.54,0.91,1.40,35.00,35.00,1.00,1.00,5.99,35.63,35.00,1,0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.28,54.66,54.66
2026-02-15 11:02:54,0,0,0,,1.40,3.63,30470,4.53,0.92,1.40,35.00,35.00,1.00,1.00,5.99,35.63,35.01,1,-0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.29,54.67,54.67
2026-02-15 11:02:54,0,0,0,,1.40,3.64,30470,4.55,0.90,1.40,35.00,35.00,1.00,1.00,6.00,35.64,35.02,1,-0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.28,54.67,54.67
2026-02-15 11:02:54,0,0,0,,1.40,3.63,30468,4.54,0.90,1.40,35.00,35.00,1.00,1.00,6.00,35.65,35.02,1,-0.00,0.00,1.00,12.01,7.89,4.99,3.20,-3.29,54.67,54.67
